2017-05-19,286,138,205,629
2017-05-20,148,78,195,421
2017-05-21,713,194,279,1186
2017-05-22,675,323,447,1445
2017-05-23,3767,482,846,5095
2017-05-24,1072,334,736,2142
2017-05-25,965,238,571,1607
