lat,lon
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
6.4550575,3.3941795
6.4550575,3.3941795
9.6000359,7.9999721
9.6000359,7.9999721
61.0666922,-107.9917071
48.2083537,16.3725042
33.7500378,-117.8704931
53.7414271,-1.72020037667772
53.7414271,-1.72020037667772
8.0300284,-1.0800271
43.653963,-79.387207
43.653963,-79.387207
43.653963,-79.387207
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
40.5462553,-74.4660408
33.7490987,-84.3901849
33.7490987,-84.3901849
33.7490987,-84.3901849
33.4144139,-111.9094474
27.7567667,-81.4639835
28.6138967,77.2159562
28.6138967,77.2159562
28.6138967,77.2159562
28.6138967,77.2159562
45.679984,-111.044675
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
-35.4883502,149.0026942
-35.4883502,149.0026942
17.41500345,78.4193658848225
17.41500345,78.4193658848225
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
12.8831063,77.7501677
40.9012101,-74.5143232
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
38.9848265,-77.0946459
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
-4.78192905,11.8588903424959
-4.78192905,11.8588903424959
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
-13.2687204,33.9301963
53.5120412,-2.2434612
53.5120412,-2.2434612
53.5120412,-2.2434612
53.5120412,-2.2434612
24.8017193,-107.3930507
24.8017193,-107.3930507
41.6521328,-4.728562
41.6521328,-4.728562
41.6521328,-4.728562
7.1626551,125.5773183
7.1626551,125.5773183
40.7305991,-73.9865812
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
6.4550575,3.3941795
6.4550575,3.3941795
9.6000359,7.9999721
9.6000359,7.9999721
61.0666922,-107.9917071
48.2083537,16.3725042
33.7500378,-117.8704931
53.7414271,-1.72020037667772
53.7414271,-1.72020037667772
8.0300284,-1.0800271
43.653963,-79.387207
43.653963,-79.387207
43.653963,-79.387207
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
40.5462553,-74.4660408
33.7490987,-84.3901849
33.7490987,-84.3901849
33.7490987,-84.3901849
33.4144139,-111.9094474
27.7567667,-81.4639835
28.6138967,77.2159562
28.6138967,77.2159562
28.6138967,77.2159562
28.6138967,77.2159562
45.679984,-111.044675
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
-35.4883502,149.0026942
-35.4883502,149.0026942
17.41500345,78.4193658848225
17.41500345,78.4193658848225
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
12.8831063,77.7501677
40.9012101,-74.5143232
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
38.9848265,-77.0946459
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
-4.78192905,11.8588903424959
-4.78192905,11.8588903424959
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
-13.2687204,33.9301963
53.5120412,-2.2434612
53.5120412,-2.2434612
53.5120412,-2.2434612
53.5120412,-2.2434612
24.8017193,-107.3930507
24.8017193,-107.3930507
41.6521328,-4.728562
41.6521328,-4.728562
41.6521328,-4.728562
7.1626551,125.5773183
7.1626551,125.5773183
40.7305991,-73.9865812
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
6.4550575,3.3941795
6.4550575,3.3941795
9.6000359,7.9999721
9.6000359,7.9999721
61.0666922,-107.9917071
48.2083537,16.3725042
33.7500378,-117.8704931
53.7414271,-1.72020037667772
53.7414271,-1.72020037667772
8.0300284,-1.0800271
43.653963,-79.387207
43.653963,-79.387207
43.653963,-79.387207
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
40.5462553,-74.4660408
33.7490987,-84.3901849
33.7490987,-84.3901849
33.7490987,-84.3901849
33.4144139,-111.9094474
27.7567667,-81.4639835
28.6138967,77.2159562
28.6138967,77.2159562
28.6138967,77.2159562
28.6138967,77.2159562
45.679984,-111.044675
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
-35.4883502,149.0026942
-35.4883502,149.0026942
17.41500345,78.4193658848225
17.41500345,78.4193658848225
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
12.8831063,77.7501677
40.9012101,-74.5143232
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
38.9848265,-77.0946459
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
-4.78192905,11.8588903424959
-4.78192905,11.8588903424959
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
-13.2687204,33.9301963
53.5120412,-2.2434612
53.5120412,-2.2434612
53.5120412,-2.2434612
53.5120412,-2.2434612
24.8017193,-107.3930507
24.8017193,-107.3930507
41.6521328,-4.728562
41.6521328,-4.728562
41.6521328,-4.728562
7.1626551,125.5773183
7.1626551,125.5773183
40.7305991,-73.9865812
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
6.4550575,3.3941795
6.4550575,3.3941795
9.6000359,7.9999721
9.6000359,7.9999721
61.0666922,-107.9917071
48.2083537,16.3725042
33.7500378,-117.8704931
53.7414271,-1.72020037667772
53.7414271,-1.72020037667772
8.0300284,-1.0800271
43.653963,-79.387207
43.653963,-79.387207
43.653963,-79.387207
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
40.5462553,-74.4660408
33.7490987,-84.3901849
33.7490987,-84.3901849
33.7490987,-84.3901849
33.4144139,-111.9094474
27.7567667,-81.4639835
28.6138967,77.2159562
28.6138967,77.2159562
28.6138967,77.2159562
28.6138967,77.2159562
45.679984,-111.044675
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
-35.4883502,149.0026942
-35.4883502,149.0026942
17.41500345,78.4193658848225
17.41500345,78.4193658848225
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
12.8831063,77.7501677
40.9012101,-74.5143232
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
38.9848265,-77.0946459
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
-4.78192905,11.8588903424959
-4.78192905,11.8588903424959
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
-13.2687204,33.9301963
53.5120412,-2.2434612
53.5120412,-2.2434612
53.5120412,-2.2434612
53.5120412,-2.2434612
24.8017193,-107.3930507
24.8017193,-107.3930507
41.6521328,-4.728562
41.6521328,-4.728562
41.6521328,-4.728562
7.1626551,125.5773183
7.1626551,125.5773183
40.7305991,-73.9865812
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
6.4550575,3.3941795
6.4550575,3.3941795
9.6000359,7.9999721
9.6000359,7.9999721
61.0666922,-107.9917071
48.2083537,16.3725042
33.7500378,-117.8704931
53.7414271,-1.72020037667772
53.7414271,-1.72020037667772
8.0300284,-1.0800271
43.653963,-79.387207
43.653963,-79.387207
43.653963,-79.387207
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
40.5462553,-74.4660408
33.7490987,-84.3901849
33.7490987,-84.3901849
33.7490987,-84.3901849
33.4144139,-111.9094474
27.7567667,-81.4639835
28.6138967,77.2159562
28.6138967,77.2159562
28.6138967,77.2159562
28.6138967,77.2159562
45.679984,-111.044675
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
-35.4883502,149.0026942
-35.4883502,149.0026942
17.41500345,78.4193658848225
17.41500345,78.4193658848225
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
12.8831063,77.7501677
40.9012101,-74.5143232
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
38.9848265,-77.0946459
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
-4.78192905,11.8588903424959
-4.78192905,11.8588903424959
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
-13.2687204,33.9301963
53.5120412,-2.2434612
53.5120412,-2.2434612
53.5120412,-2.2434612
53.5120412,-2.2434612
24.8017193,-107.3930507
24.8017193,-107.3930507
41.6521328,-4.728562
41.6521328,-4.728562
41.6521328,-4.728562
7.1626551,125.5773183
7.1626551,125.5773183
40.7305991,-73.9865812
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
6.4550575,3.3941795
6.4550575,3.3941795
9.6000359,7.9999721
9.6000359,7.9999721
47.6038321,-122.3300624
47.6038321,-122.3300624
41.7412166,-70.5989196
28.6138967,77.2159562
-0.21059,-78.846222
-0.21059,-78.846222
-0.21059,-78.846222
-0.21059,-78.846222
39.7837304,-100.4458825
39.7837304,-100.4458825
26.9266939,-80.1220891180725
26.9266939,-80.1220891180725
26.9266939,-80.1220891180725
26.9266939,-80.1220891180725
34.914934,134.860666
34.914934,134.860666
33.9590388,-118.385233107297
33.9590388,-118.385233107297
61.0666922,-107.9917071
61.0666922,-107.9917071
61.0666922,-107.9917071
-28.774491,32.055503
34.054935,-118.244476
34.054935,-118.244476
54.31536155,-1.91802349480124
54.31536155,-1.91802349480124
43.6211955,-84.6824346
43.6211955,-84.6824346
55.001251,-115.002136
55.001251,-115.002136
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
-33.928992,18.417396
-33.928992,18.417396
-33.928992,18.417396
-33.928992,18.417396
-33.928992,18.417396
6.4550575,3.3941795
6.4550575,3.3941795
6.4550575,3.3941795
6.4550575,3.3941795
6.4550575,3.3941795
-24.7761086,134.755
-24.7761086,134.755
-24.7761086,134.755
-24.7761086,134.755
-24.7761086,134.755
-24.7761086,134.755
-24.7761086,134.755
-24.7761086,134.755
35.9940329,-78.898619
35.9940329,-78.898619
32.7174209,-117.1627714
32.7174209,-117.1627714
36.548132,-121.919599
36.548132,-121.919599
36.548132,-121.919599
37.1232245,-78.4927721
40.8835775,-74.1423725
18,121.833333
18,121.833333
40.4167047,-3.7035825
40.4167047,-3.7035825
47.3752671,-109.6387579
36.9958841,-85.9119215
36.9958841,-85.9119215
10.3825318,7.8533226
51.1263106,16.9781963305126
51.1263106,16.9781963305126
19.4326009,-99.1333416
6.4550575,3.3941795
-1.9615741,-79.7251086
-1.9615741,-79.7251086
18.9321862,72.8308337
39.0840054,-77.1527573
32.5008626,-116.9641657
32.5008626,-116.9641657
38.9959081,-77.0288918
8.0018709,-66.1109318
39.2908816,-76.610759
39.2908816,-76.610759
54.7023545,-3.2765753
54.7023545,-3.2765753
-33.8548157,151.2164539
-33.8548157,151.2164539
37.9513575,-91.771792
37.9513575,-91.771792
-34.6075616,-58.437076
-23.6672543,-51.3554556
-23.6672543,-51.3554556
51.0834196,10.4234469
51.0834196,10.4234469
33.5091215,-111.8992365
33.5091215,-111.8992365
28.6138967,77.2159562
28.6138967,77.2159562
54.7023545,-3.2765753
54.7023545,-3.2765753
54.7023545,-3.2765753
54.7023545,-3.2765753
40.7223135,-73.987708934901
40.7223135,-73.987708934901
51.4929971,-0.1409445
51.4929971,-0.1409445
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
40.7902778,-73.9597222
20.0171109,103.378253
54.7023545,-3.2765753
10.4642386,-64.1724782
10.4642386,-64.1724782
40.0145566,-75.1915675
40.0145566,-75.1915675
61.0666922,-107.9917071
48.2083537,16.3725042
33.7500378,-117.8704931
53.7414271,-1.72020037667772
53.7414271,-1.72020037667772
8.0300284,-1.0800271
43.653963,-79.387207
43.653963,-79.387207
43.653963,-79.387207
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
38.8949549,-77.0366456
40.5462553,-74.4660408
33.7490987,-84.3901849
33.7490987,-84.3901849
33.7490987,-84.3901849
33.4144139,-111.9094474
27.7567667,-81.4639835
28.6138967,77.2159562
28.6138967,77.2159562
28.6138967,77.2159562
28.6138967,77.2159562
45.679984,-111.044675
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
43.7283874,-79.34914879325
-35.4883502,149.0026942
-35.4883502,149.0026942
17.41500345,78.4193658848225
17.41500345,78.4193658848225
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
51.5073219,-0.1276474
12.8831063,77.7501677
40.9012101,-74.5143232
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
38.9848265,-77.0946459
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
52.2385239,-0.902493
-4.78192905,11.8588903424959
-4.78192905,11.8588903424959
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
42.988576,-81.246643
-13.2687204,33.9301963
53.5120412,-2.2434612
53.5120412,-2.2434612
53.5120412,-2.2434612
53.5120412,-2.2434612
24.8017193,-107.3930507
24.8017193,-107.3930507
41.6521328,-4.728562
41.6521328,-4.728562
41.6521328,-4.728562
7.1626551,125.5773183
7.1626551,125.5773183
40.7305991,-73.9865812
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
39.7837304,-100.4458825
6.4550575,3.3941795
6.4550575,3.3941795
9.6000359,7.9999721
9.6000359,7.9999721
47.6038321,-122.3300624
47.6038321,-122.3300624
41.7412166,-70.5989196
28.6138967,77.2159562
-0.21059,-78.846222
-0.21059,-78.846222
-0.21059,-78.846222
-0.21059,-78.846222
39.7837304,-100.4458825
39.7837304,-100.4458825
26.9266939,-80.1220891180725
26.9266939,-80.1220891180725
26.9266939,-80.1220891180725
26.9266939,-80.1220891180725
34.914934,134.860666
34.914934,134.860666
33.9590388,-118.385233107297
33.9590388,-118.385233107297
61.0666922,-107.9917071
61.0666922,-107.9917071
61.0666922,-107.9917071
-28.774491,32.055503
34.054935,-118.244476
34.054935,-118.244476
54.31536155,-1.91802349480124
54.31536155,-1.91802349480124
43.6211955,-84.6824346
43.6211955,-84.6824346
55.001251,-115.002136
55.001251,-115.002136
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
9.6000359,7.9999721
-33.928992,18.417396
-33.928992,18.417396
-33.928992,18.417396
-33.928992,18.417396
-33.928992,18.417396
6.4550575,3.3941795
6.4550575,3.3941795
6.4550575,3.3941795
6.4550575,3.3941795
6.4550575,3.3941795
-24.7761086,134.755
-24.7761086,134.755
-24.7761086,134.755
-24.7761086,134.755
-24.7761086,134.755
-24.7761086,134.755
-24.7761086,134.755
-24.7761086,134.755
35.9940329,-78.898619
35.9940329,-78.898619
32.7174209,-117.1627714
32.7174209,-117.1627714
36.548132,-121.919599
36.548132,-121.919599
36.548132,-121.919599
37.1232245,-78.4927721
40.8835775,-74.1423725
18,121.833333
18,121.833333
40.4167047,-3.7035825
40.4167047,-3.7035825
47.3752671,-109.6387579
36.9958841,-85.9119215
36.9958841,-85.9119215
10.3825318,7.8533226
51.1263106,16.9781963305126
51.1263106,16.9781963305126
19.4326009,-99.1333416
6.4550575,3.3941795
-1.9615741,-79.7251086
-1.9615741,-79.7251086
18.9321862,72.8308337
39.0840054,-77.1527573
32.5008626,-116.9641657
32.5008626,-116.9641657
38.9959081,-77.0288918
8.0018709,-66.1109318
39.2908816,-76.610759
39.2908816,-76.610759
54.7023545,-3.2765753
54.7023545,-3.2765753
-33.8548157,151.2164539
-33.8548157,151.2164539
37.9513575,-91.771792
37.9513575,-91.771792
-34.6075616,-58.437076
-23.6672543,-51.3554556
-23.6672543,-51.3554556
51.0834196,10.4234469
51.0834196,10.4234469
33.5091215,-111.8992365
33.5091215,-111.8992365
28.6138967,77.2159562
28.6138967,77.2159562
54.7023545,-3.2765753
54.7023545,-3.2765753
54.7023545,-3.2765753
54.7023545,-3.2765753
40.7223135,-73.987708934901
40.7223135,-73.987708934901
51.4929971,-0.1409445
